,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
12832,Ringwood,33 Nelson St,4,h,1335000.0,PI,Carter,16/09/2017,19.9,3134.0,4.0,1.0,0.0,697.0,,1980.0,,-37.81169000000001,145.22243999999995,Eastern Metropolitan,7785.0
12836,Rosanna,4 Devlin Ct,4,h,1365000.0,SP,Miles,16/09/2017,8.9,3084.0,4.0,3.0,2.0,687.0,,,,-37.73184000000001,145.07061000000004,Eastern Metropolitan,3540.0
12840,Sandringham,6 Jennings St,4,h,1915000.0,SP,Buxton,16/09/2017,15.2,3191.0,4.0,2.0,2.0,563.0,220.0,1910.0,,-37.95893,145.0128,Southern Metropolitan,4497.0
12844,South Yarra,16 Margaret St,3,h,1305000.0,SP,Jellis,16/09/2017,2.7,3141.0,3.0,1.0,,174.0,110.0,1900.0,,-37.84517,144.98727,Southern Metropolitan,14887.0
12848,Sunbury,60 Riddell Rd,3,h,482000.0,S,YPA,16/09/2017,31.7,3429.0,3.0,1.0,1.0,573.0,126.0,1965.0,,-37.57123,144.72333999999995,Western Metropolitan,14092.0
12852,Sunshine North,6 Melton Av,3,h,610000.0,SP,Sweeney,16/09/2017,10.5,3020.0,3.0,1.0,1.0,581.0,,,,-37.7674,144.82421000000005,Western Metropolitan,4217.0
12856,Templestowe,36 Newmans Rd,5,h,1930000.0,S,Jellis,16/09/2017,15.5,3106.0,5.0,3.0,2.0,807.0,377.0,2000.0,,-37.75245,145.15283,Eastern Metropolitan,6202.0
12860,Thornbury,119A Harold St,4,h,1605000.0,PI,McGrath,16/09/2017,7.0,3071.0,4.0,2.0,2.0,348.0,92.0,1930.0,,-37.75582,144.98951,Northern Metropolitan,8870.0
12864,Viewbank,2 Country La,3,h,1009000.0,S,Jellis,16/09/2017,8.9,3084.0,3.0,2.0,2.0,663.0,136.0,1980.0,,-37.7417,145.0958,Eastern Metropolitan,2698.0
12868,Wantirna South,20 Mingana Rd,4,h,1060000.0,SP,Ray,16/09/2017,14.7,3152.0,4.0,2.0,3.0,729.0,173.0,1970.0,,-37.85728,145.24839,Eastern Metropolitan,7082.0
12872,Werribee,1/4 Tedesco Ct,3,h,515000.0,SP,YPA,16/09/2017,14.7,3030.0,3.0,2.0,1.0,251.0,194.0,2012.0,,-37.90918,144.68325,Western Metropolitan,16166.0
12876,West Melbourne,199 Hawke St,3,t,1500000.0,SP,Joseph,16/09/2017,3.1,3003.0,3.0,2.0,1.0,862.0,209.0,1920.0,,-37.80947000000001,144.94473,Northern Metropolitan,2230.0
12880,Williamstown North,52a Florence St,3,h,1190000.0,S,Williams,16/09/2017,6.8,3016.0,3.0,2.0,2.0,297.0,,2005.0,,-37.85537,144.87578,Western Metropolitan,802.0
12884,Yarraville,23 Gray St,2,h,921000.0,S,hockingstuart,16/09/2017,6.3,3013.0,2.0,1.0,,161.0,,,,-37.81899,144.89507,Western Metropolitan,6543.0
12888,Albert Park,123 Richardson St,4,h,2550000.0,S,Marshall,19/08/2017,3.0,3206.0,4.0,2.0,,152.0,175.0,1910.0,,-37.84663,144.95681000000005,Southern Metropolitan,3280.0
12892,Armadale,28 New St,2,h,1726000.0,S,Marshall,19/08/2017,6.3,3143.0,2.0,2.0,2.0,269.0,128.0,1910.0,,-37.85425,145.01545,Southern Metropolitan,4836.0
12896,Balwyn,15 Grey St,4,h,2115000.0,S,Jellis,19/08/2017,7.9,3103.0,4.0,2.0,2.0,766.0,,,,-37.80455,145.06478,Southern Metropolitan,5682.0
12900,Balwyn North,58 Fortuna Av,4,h,2000000.0,PI,hockingstuart,19/08/2017,9.7,3104.0,4.0,3.0,4.0,958.0,255.0,2015.0,,-37.78662,145.07683,Southern Metropolitan,7809.0
12904,Balwyn North,40 Reading Av,3,h,2321000.0,S,Fletchers,19/08/2017,9.7,3104.0,3.0,1.0,2.0,923.0,,,,-37.80081,145.09319,Southern Metropolitan,7809.0
12908,Bentleigh East,77A Orange St,3,t,1280000.0,SP,Buxton,19/08/2017,13.8,3165.0,3.0,2.0,2.0,335.0,239.0,2013.0,,-37.91783,145.0816,Southern Metropolitan,10969.0
12912,Blackburn North,22 Greenglade Ct,4,h,1300000.0,S,Noel,19/08/2017,13.4,3130.0,4.0,2.0,2.0,543.0,,2006.0,,-37.80651,145.16457,Eastern Metropolitan,2867.0
12916,Brighton,34 Moffat St,4,h,2770000.0,S,Nick,19/08/2017,10.5,3186.0,4.0,3.0,2.0,560.0,,,,-37.92314,144.99777,Southern Metropolitan,10579.0
12920,Brunswick,37 Dunstan Ave,3,h,905000.0,S,Walshe,19/08/2017,5.2,3056.0,3.0,1.0,1.0,277.0,,,,-37.7592,144.97321000000005,Northern Metropolitan,11918.0
12924,Bundoora,567 Grimshaw St,3,h,1234000.0,S,Barry,19/08/2017,12.1,3083.0,3.0,1.0,2.0,896.0,139.0,1965.0,,-37.70042,145.0614,Northern Metropolitan,10175.0
12928,Canterbury,34 Maysia St,5,h,2550000.0,PI,RT,19/08/2017,8.4,3126.0,5.0,2.0,4.0,692.0,,,,-37.83254,145.07907,Southern Metropolitan,3265.0
12932,Chelsea Heights,3 Third Av,3,h,710000.0,SP,hockingstuart,19/08/2017,27.0,3196.0,3.0,1.0,1.0,650.0,138.0,1960.0,,-38.04513,145.1346,South-Eastern Metropolitan,2076.0
12936,Clarinda,6 Rosewall Pl,3,h,790000.0,S,C21,19/08/2017,17.5,3169.0,3.0,1.0,2.0,532.0,114.0,1975.0,,-37.93765,145.10583,South-Eastern Metropolitan,2727.0
12940,Coburg,13 Jessie St,5,h,1500000.0,VB,Nelson,19/08/2017,6.7,3058.0,5.0,3.0,4.0,900.0,180.0,1888.0,,-37.75402,144.95991,Northern Metropolitan,11204.0
12944,Craigieburn,13 Eveline St,4,h,480000.0,SP,Ray,19/08/2017,20.6,3064.0,4.0,2.0,2.0,312.0,148.0,2015.0,,-37.56857,144.91693999999995,Northern Metropolitan,15510.0
12948,Craigieburn,32 Viewside Cr,4,h,632000.0,S,Ray,19/08/2017,20.6,3064.0,4.0,2.0,2.0,448.0,,,,-37.57565,144.91365,Northern Metropolitan,15510.0
12952,Dingley Village,12 Campbell Gr,3,h,871000.0,S,Ray,19/08/2017,22.2,3172.0,3.0,2.0,2.0,534.0,,,,-37.98068,145.12493999999995,South-Eastern Metropolitan,3940.0
12956,Doncaster East,80 Gedye St,4,h,1320000.0,SP,Jellis,19/08/2017,14.3,3109.0,4.0,3.0,2.0,654.0,,,,-37.79739,145.14671,Eastern Metropolitan,10999.0
12960,Eaglemont,36 Silverdale Rd,3,h,1925000.0,S,Nelson,19/08/2017,8.9,3084.0,3.0,2.0,2.0,780.0,,,,-37.76617,145.05332,Eastern Metropolitan,1651.0
12964,Eltham,5 Thomas St,3,h,810000.0,VB,Morrison,19/08/2017,18.0,3095.0,3.0,2.0,2.0,868.0,135.0,1980.0,,-37.70659000000001,145.16345,Eastern Metropolitan,6990.0
12968,Epping,16 Woodfull Wy,4,h,681000.0,S,Ray,19/08/2017,19.6,3076.0,4.0,2.0,2.0,647.0,,,,-37.64213,145.06141000000005,Northern Metropolitan,10926.0
12972,Ferntree Gully,93 Burke Rd,3,h,770000.0,S,Barry,19/08/2017,24.8,3156.0,3.0,1.0,0.0,720.0,,,,-37.87356,145.27515,Eastern Metropolitan,10788.0
12976,Flemington,80 Dover St,3,t,1017500.0,S,Jellis,19/08/2017,3.4,3031.0,3.0,2.0,2.0,459.0,153.0,2003.0,,-37.78273,144.92358000000004,Northern Metropolitan,3593.0
12980,Frankston,10 Helvetia Ct,3,h,690000.0,S,Ray,19/08/2017,38.0,3199.0,3.0,2.0,2.0,595.0,,,,-38.16135,145.13374,South-Eastern Metropolitan,17055.0
12984,Glen Iris,1A York Rd,3,h,1390000.0,PI,Jellis,19/08/2017,7.3,3146.0,3.0,2.0,1.0,303.0,150.0,1940.0,,-37.85678,145.05555,Southern Metropolitan,10412.0
12988,Glen Waverley,31 Paxton Dr,3,h,1300000.0,S,hockingstuart,19/08/2017,16.7,3150.0,3.0,2.0,3.0,733.0,,,,-37.89014,145.18268999999995,Eastern Metropolitan,15321.0
12992,Glenroy,78 Justin Av,2,h,805000.0,SP,RW,19/08/2017,11.2,3046.0,2.0,1.0,4.0,712.0,82.0,1970.0,,-37.69994000000001,144.93489,Northern Metropolitan,8870.0
12996,Hawthorn East,41 Roseberry St,2,h,1700000.0,S,Jellis,19/08/2017,6.2,3123.0,2.0,1.0,1.0,223.0,,,,-37.82649,145.0483,Southern Metropolitan,6482.0
13000,Highett,34 Tennyson St,3,h,2585000.0,S,Buxton,19/08/2017,16.0,3190.0,3.0,2.0,1.0,703.0,,,,-37.95457,145.05387,Southern Metropolitan,4794.0
13004,Hoppers Crossing,22 Roseland Cr,3,h,520000.0,S,Reliance,19/08/2017,18.4,3029.0,3.0,1.0,2.0,538.0,112.0,1980.0,,-37.88531,144.68431,Western Metropolitan,13830.0
13008,Keilor East,41 Patricia St,4,h,1250000.0,S,Nelson,19/08/2017,11.7,3033.0,4.0,2.0,2.0,534.0,211.0,1970.0,,-37.74514,144.87313,Western Metropolitan,5629.0
13012,Kew,30 Stirling St,3,h,2180000.0,S,Jellis,19/08/2017,5.4,3101.0,3.0,1.0,2.0,372.0,126.0,1905.0,,-37.80946,145.04251000000005,Southern Metropolitan,10331.0
13016,Kilsyth,47 Churchill Wy,3,h,710000.0,SP,McGrath,19/08/2017,26.0,3137.0,3.0,1.0,2.0,837.0,130.0,1960.0,,-37.79682,145.30467,Eastern Metropolitan,4654.0
13020,Malvern East,46 Karma Av,3,h,2030000.0,S,Marshall,19/08/2017,8.4,3145.0,3.0,2.0,2.0,660.0,172.0,1940.0,,-37.87939,145.0656,Southern Metropolitan,8801.0
13024,Melton South,18 Brennan St,3,h,460000.0,S,Ryder,19/08/2017,29.8,3338.0,3.0,1.0,1.0,602.0,108.0,1980.0,,-37.70484,144.57261,Western Victoria,4718.0
13028,Mill Park,38A Carroll Cr,3,h,470000.0,S,Ray,19/08/2017,17.9,3082.0,3.0,1.0,1.0,290.0,,,,-37.6669,145.04234,Northern Metropolitan,10529.0
13032,Mount Waverley,10 Rhonda St,4,h,1340000.0,S,Barry,19/08/2017,14.2,3149.0,4.0,2.0,2.0,800.0,160.0,1970.0,,-37.88859,145.13335,Eastern Metropolitan,13366.0
13036,Ormond,347 Koornang Rd,3,h,1005500.0,S,Jellis,19/08/2017,11.4,3204.0,3.0,1.0,2.0,369.0,,,,-37.90286,145.05425,Southern Metropolitan,3578.0
13040,Prahran,6 Aberdeen Rd,3,h,1390000.0,S,Marshall,19/08/2017,4.6,3181.0,3.0,2.0,1.0,125.0,0.0,2002.0,,-37.85257,145.00296,Southern Metropolitan,7717.0
13044,Reservoir,49 Liston Av,4,h,866000.0,S,HAR,19/08/2017,12.0,3073.0,4.0,2.0,4.0,576.0,150.0,1940.0,,-37.69742,145.01604,Northern Metropolitan,21650.0
13048,South Melbourne,16 Mountain St,3,h,1412000.0,SP,Marshall,19/08/2017,1.9,3205.0,3.0,1.0,,128.0,130.0,1880.0,,-37.83731,144.95057,Southern Metropolitan,5943.0
13052,Springvale South,4 Lindy Ct,3,h,750000.0,VB,Boutique,19/08/2017,22.2,3172.0,3.0,1.0,3.0,775.0,,,,-37.9748,145.15213,South-Eastern Metropolitan,4054.0
13056,Sunbury,1 Plante Ct,3,h,431250.0,SP,L,19/08/2017,31.7,3429.0,3.0,2.0,2.0,650.0,,,,-37.58479000000001,144.71541000000005,Western Metropolitan,14092.0
13060,Surrey Hills,53 Park Rd,3,h,2567500.0,S,Fletchers,19/08/2017,10.2,3127.0,3.0,2.0,2.0,1004.0,,,,-37.83603,145.10596,Southern Metropolitan,5457.0
13064,Truganina,7 Canary Cl,4,h,635000.0,S,TRUE,19/08/2017,18.4,3029.0,4.0,2.0,2.0,512.0,,,,-37.83824,144.72101999999995,Western Metropolitan,5811.0
13068,Vermont South,104 Weeden Dr,5,h,1300000.0,S,Biggin,19/08/2017,17.2,3133.0,5.0,2.0,2.0,786.0,,,,-37.86072,145.18489,Eastern Metropolitan,4280.0
13072,Warrandyte,3 Speers Ct,4,h,1600000.0,S,Barry,19/08/2017,21.1,3113.0,4.0,2.0,2.0,4168.0,,,,-37.74611,145.17835,Eastern Metropolitan,2003.0
13076,West Footscray,27 Busch St,4,h,990000.0,S,RW,19/08/2017,6.4,3012.0,4.0,2.0,2.0,501.0,129.0,1960.0,,-37.79591,144.87595,Western Metropolitan,5058.0
13080,Wheelers Hill,12 Erskine Cr,4,h,1200000.0,S,Ray,19/08/2017,16.7,3150.0,4.0,2.0,2.0,650.0,,,,-37.91026,145.19298,South-Eastern Metropolitan,7392.0
13084,Williamstown,54 Victoria St,5,h,2550000.0,PI,Williams,19/08/2017,6.8,3016.0,5.0,2.0,2.0,840.0,244.0,1910.0,,-37.8633,144.88871,Western Metropolitan,6380.0
13088,Airport West,33 Bedford St,3,h,860000.0,S,Harcourts,23/09/2017,10.4,3042.0,3.0,2.0,2.0,593.0,,,,-37.72057,144.87558,Western Metropolitan,3464.0
13092,Albion,41 Adelaide St,3,h,760000.0,S,Bells,23/09/2017,10.5,3020.0,3.0,1.0,1.0,697.0,121.0,1950.0,,-37.78036,144.8195,Western Metropolitan,2185.0
13096,Armadale,9 Bailey Av,4,h,3000000.0,VB,Kay,23/09/2017,6.3,3143.0,4.0,3.0,2.0,474.0,180.0,1915.0,,-37.86345,145.02454,Southern Metropolitan,4836.0
13100,Ashburton,20 Eleanor St,3,h,1840000.0,SP,Buxton,23/09/2017,10.2,3147.0,3.0,1.0,2.0,648.0,,,,-37.8614,145.08436,Southern Metropolitan,3052.0
13104,Bayswater North,4 David Cl,3,h,800000.0,S,McGrath,23/09/2017,23.2,3153.0,3.0,2.0,5.0,931.0,,,,-37.82534,145.29921000000004,Eastern Metropolitan,3598.0
13108,Bentleigh,14 Delhi St,4,h,1410000.0,PI,Woodards,23/09/2017,11.4,3204.0,4.0,3.0,4.0,623.0,214.0,1950.0,,-37.92588,145.04808,Southern Metropolitan,6795.0
13112,Black Rock,3/3 First St,3,u,945000.0,S,Ray,23/09/2017,17.3,3193.0,3.0,2.0,2.0,749.0,,1980.0,,-37.97676,145.01851000000005,Southern Metropolitan,2866.0
13116,Blackburn South,144 Middleborough Rd,4,h,1229000.0,S,McGrath,23/09/2017,13.4,3130.0,4.0,2.0,2.0,727.0,115.0,1960.0,,-37.84378,145.13407,Eastern Metropolitan,4387.0
13120,Broadmeadows,12 Merricks St,3,h,575500.0,S,Barry,23/09/2017,14.0,3047.0,3.0,1.0,3.0,580.0,,,,-37.6798,144.90936000000005,Northern Metropolitan,4294.0
13124,Brunswick,146 Donald St,3,h,1325000.0,S,Jellis,23/09/2017,5.2,3056.0,3.0,1.0,1.0,331.0,120.0,1920.0,,-37.75877,144.97316,Northern Metropolitan,11918.0
13128,Brunswick East,20 Glenmorgan St,2,h,1065000.0,S,Nelson,23/09/2017,4.0,3057.0,2.0,1.0,1.0,186.0,,,,-37.76321,144.97836999999996,Northern Metropolitan,5533.0
13132,Bulleen,12 Ralph St,4,h,1300000.0,PI,Luxton,23/09/2017,10.8,3105.0,4.0,2.0,3.0,650.0,120.0,1960.0,,-37.77352,145.09843999999995,Eastern Metropolitan,4480.0
13136,Burwood East,3 Sugarloaf Cl,3,h,680000.0,VB,Noel,23/09/2017,14.7,3151.0,3.0,1.0,1.0,189.0,,,,-37.85777,145.14009,Eastern Metropolitan,4048.0
13140,Carnegie,12/40 Woorayl St,1,u,381000.0,S,Ray,23/09/2017,10.1,3163.0,1.0,1.0,1.0,2048.0,55.0,1970.0,,-37.88642,145.05979,Southern Metropolitan,7822.0
13144,Cheltenham,53 Primrose Av,3,t,795000.0,S,Buxton,23/09/2017,17.9,3192.0,3.0,2.0,2.0,138.0,137.0,2013.0,,-37.95656,145.06926,Southern Metropolitan,9758.0
13148,Coburg,13 Shackell St,4,h,1000000.0,S,Brad,23/09/2017,6.7,3058.0,4.0,2.0,1.0,343.0,,,,-37.74234000000001,144.95169,Northern Metropolitan,11204.0
13152,Craigieburn,9 Huntingfield St,4,h,475000.0,SP,YPA,23/09/2017,20.6,3064.0,4.0,2.0,1.0,294.0,146.0,2011.0,,-37.58364,144.90804,Northern Metropolitan,15510.0
13156,Deer Park,1 Christie St,3,h,632000.0,S,HAR,23/09/2017,14.8,3023.0,3.0,1.0,1.0,562.0,118.0,1960.0,,-37.77224,144.77381,Western Metropolitan,6388.0
13160,Diamond Creek,37 Brownlow Dr,4,h,990000.0,S,Morrison,23/09/2017,21.8,3089.0,4.0,3.0,2.0,1001.0,315.0,2012.0,,-37.65972,145.159,Northern Victoria,4258.0
13164,Donvale,128 Mitcham Rd,3,u,775000.0,S,Noel,23/09/2017,16.1,3111.0,3.0,2.0,1.0,294.0,107.0,1970.0,,-37.79937,145.18164,Eastern Metropolitan,4790.0
13168,Epping,7 Centurion Ct,3,h,646000.0,S,Love,23/09/2017,19.6,3076.0,3.0,2.0,2.0,716.0,114.0,1979.0,,-37.64206,145.03703000000004,Northern Metropolitan,10926.0
13172,Fawkner,13 Lorne St,4,h,800000.0,S,Eview,23/09/2017,13.1,3060.0,4.0,3.0,2.0,308.0,203.0,2015.0,,-37.7166,144.97665,Northern Metropolitan,5070.0
13176,Fitzroy,32 Cecil St,2,h,1300000.0,S,Woodards,23/09/2017,2.1,3065.0,2.0,1.0,1.0,125.0,124.0,2000.0,,-37.79395,144.97698,Northern Metropolitan,5825.0
13180,Forest Hill,14 Box Av,4,h,1350000.0,VB,Noel,23/09/2017,15.4,3131.0,4.0,2.0,2.0,653.0,653.0,1970.0,,-37.84362,145.16976,Eastern Metropolitan,4385.0
13184,Gladstone Park,17 Payne St,3,h,586000.0,S,YPA,23/09/2017,12.9,3043.0,3.0,1.0,1.0,534.0,,,,-37.68641,144.88487,Western Metropolitan,3285.0
13188,Glen Waverley,8 Edith St,3,h,2450000.0,S,Stockdale,23/09/2017,16.7,3150.0,3.0,1.0,0.0,984.0,,,,-37.87376,145.15238,Eastern Metropolitan,15321.0
13192,Glenroy,9 Hartington St,3,h,1051000.0,S,Barry,23/09/2017,11.2,3046.0,3.0,2.0,2.0,913.0,112.0,1950.0,,-37.70072,144.91662,Northern Metropolitan,8870.0
13196,Hampton,36 May St,4,t,2000000.0,VB,Buxton,23/09/2017,13.8,3188.0,4.0,3.0,2.0,360.0,275.0,2010.0,,-37.937,145.01169,Southern Metropolitan,5454.0
13200,Heidelberg,6 Clyde Ct,3,h,985000.0,S,Nelson,23/09/2017,8.9,3084.0,3.0,1.0,2.0,528.0,118.0,1955.0,,-37.74821,145.06933,Eastern Metropolitan,2890.0
13204,Hoppers Crossing,5 Davie Cr,3,h,550000.0,SP,Triwest,23/09/2017,18.4,3029.0,3.0,1.0,2.0,635.0,,1980.0,,-37.86866,144.69356000000005,Western Metropolitan,13830.0
13208,Ivanhoe East,13 York Av,4,h,2040000.0,VB,Miles,23/09/2017,7.8,3079.0,4.0,2.0,2.0,585.0,,,,-37.7709,145.05676,Eastern Metropolitan,1554.0
13212,Keilor East,86 Milleara Rd,3,h,790000.0,SP,Nelson,23/09/2017,11.7,3033.0,3.0,1.0,1.0,610.0,,1959.0,,-37.7356,144.86479,Western Metropolitan,5629.0
13216,Kew,14 Carson St,3,h,2600000.0,PI,Kelly,23/09/2017,5.4,3101.0,3.0,1.0,2.0,780.0,,,,-37.80969,145.01967,Southern Metropolitan,10331.0
13220,Kew East,25 Minogue St,6,h,1875000.0,PI,Marshall,23/09/2017,7.3,3102.0,6.0,2.0,2.0,697.0,170.0,1962.0,,-37.79032,145.05408,Southern Metropolitan,2671.0
13224,Malvern,101 Stanhope St,3,h,2500000.0,VB,Marshall,23/09/2017,5.9,3144.0,3.0,2.0,,395.0,149.0,1880.0,,-37.85892,145.03731000000005,Southern Metropolitan,4675.0
13228,Melton West,1 Lincoln Wy,4,h,430000.0,SP,hockingstuart,23/09/2017,31.7,3337.0,4.0,1.0,3.0,675.0,147.0,1980.0,,-37.67363,144.55888000000004,Northern Victoria,6065.0
13232,Mitcham,1 Dunlavin Rd,4,h,890000.0,S,Buxton,23/09/2017,17.2,3132.0,4.0,2.0,2.0,481.0,166.0,1965.0,,-37.80961,145.1847,Eastern Metropolitan,6871.0
13236,Mooroolbark,4 Bulga St,3,h,835000.0,S,hockingstuart,23/09/2017,26.5,3138.0,3.0,2.0,1.0,940.0,,,,-37.77403,145.30445,Eastern Victoria,8280.0
13240,Mulgrave,12 Brookland Ct,4,h,1080000.0,S,Ray,23/09/2017,18.8,3170.0,4.0,2.0,2.0,914.0,204.0,1980.0,,-37.93173,145.19475,South-Eastern Metropolitan,7113.0
13244,Murrumbeena,21 Reid St,3,h,1321188.0,SP,Woodards,23/09/2017,10.1,3163.0,3.0,1.0,1.0,586.0,200.0,1945.0,,-37.90584000000001,145.0725,Southern Metropolitan,4442.0
13248,Niddrie,1 Cuthbert St,2,h,800000.0,S,Frank,23/09/2017,10.4,3042.0,2.0,1.0,2.0,352.0,83.0,1950.0,,-37.7361,144.88306,Western Metropolitan,2291.0
13252,Northcote,61 Henry St,4,h,1550000.0,VB,Jellis,23/09/2017,5.3,3070.0,4.0,2.0,1.0,344.0,162.0,1900.0,,-37.77171,144.99565,Northern Metropolitan,11364.0
13256,Oak Park,2 Grevillia Rd,2,h,1000000.0,S,Brad,23/09/2017,11.2,3046.0,2.0,1.0,1.0,742.0,,,,-37.72123,144.92614,Northern Metropolitan,2651.0
13260,Oakleigh South,28 Beryl Av,4,h,1450000.0,S,Buxton,23/09/2017,15.5,3167.0,4.0,2.0,2.0,771.0,196.0,1970.0,,-37.9212,145.09125,South-Eastern Metropolitan,3692.0
13264,Plumpton,9 Remy Av,4,h,625500.0,SP,HAR,23/09/2017,23.8,3335.0,4.0,2.0,2.0,477.0,178.0,2012.0,,-37.71429000000001,144.72492,Western Metropolitan,1490.0
13268,Preston,97 Albert St,3,h,1150000.0,SP,RW,23/09/2017,8.4,3072.0,3.0,1.0,2.0,830.0,,,,-37.74103,145.02289,Northern Metropolitan,14577.0
13272,Reservoir,11 Duffy St,3,h,680000.0,VB,Nelson,23/09/2017,12.0,3073.0,3.0,1.0,1.0,237.0,,,,-37.7104,145.00717,Northern Metropolitan,21650.0
13276,Reservoir,32 Moira Av,4,h,785000.0,S,Nelson,23/09/2017,12.0,3073.0,4.0,2.0,2.0,534.0,,,,-37.69583,144.98056,Northern Metropolitan,21650.0
13280,Richmond,201/77 Abinger St,1,u,400000.0,VB,Marshall,23/09/2017,2.4,3121.0,1.0,1.0,1.0,4425.0,51.0,2012.0,,-37.82009,145.0038,Northern Metropolitan,14949.0
13284,Rosanna,20 Rhonda St,3,h,1100000.0,VB,Fletchers,23/09/2017,8.9,3084.0,3.0,1.0,2.0,648.0,,,,-37.74738,145.07698,Eastern Metropolitan,3540.0
13288,Seddon,201 Buckley St,2,h,680000.0,S,hockingstuart,23/09/2017,5.1,3011.0,2.0,1.0,0.0,298.0,88.0,1900.0,,-37.80257,144.88811,Western Metropolitan,2417.0
13292,Springvale,4 Audrey St,3,h,881000.0,S,iSell,23/09/2017,20.8,3171.0,3.0,1.0,4.0,720.0,140.0,1955.0,,-37.94434,145.16289,South-Eastern Metropolitan,7412.0
13296,St Kilda,20 Fawkner St,4,h,2680000.0,S,Marshall,23/09/2017,5.0,3182.0,4.0,2.0,1.0,324.0,265.0,1890.0,,-37.86569,144.97919,Southern Metropolitan,13240.0
13300,Sunbury,95 Harker St,3,h,657500.0,S,One,23/09/2017,31.7,3429.0,3.0,2.0,1.0,729.0,167.0,2001.0,,-37.5877,144.73734,Western Metropolitan,14092.0
13304,Sunbury,6 Richardson Av,4,h,600000.0,S,YPA,23/09/2017,31.7,3429.0,4.0,2.0,1.0,1007.0,116.0,1980.0,,-37.57231,144.70429,Western Metropolitan,14092.0
13308,Surrey Hills,28 Guildford Rd,3,h,2350000.0,S,Harcourts,23/09/2017,10.2,3127.0,3.0,2.0,0.0,843.0,,,,-37.82195,145.08968000000004,Southern Metropolitan,5457.0
13312,Templestowe,21 Wood St,4,h,910000.0,PI,Woodards,23/09/2017,15.5,3106.0,4.0,2.0,2.0,520.0,170.0,1980.0,,-37.75436,145.11938999999995,Eastern Metropolitan,6202.0
13316,Thomastown,24 Simpson St,3,h,720000.0,S,HAR,23/09/2017,15.3,3074.0,3.0,1.0,1.0,573.0,,,,-37.67939000000001,145.00143,Northern Metropolitan,7955.0
13320,Wantirna South,7 Cathies La,5,h,1180000.0,S,Ray,23/09/2017,14.7,3152.0,5.0,2.0,4.0,738.0,258.0,1980.0,,-37.86328,145.21477,Eastern Metropolitan,7082.0
13324,West Footscray,702 Barkly St,3,h,840000.0,PI,Hodges,23/09/2017,6.4,3012.0,3.0,1.0,3.0,336.0,95.0,1950.0,,-37.79613,144.86741999999995,Western Metropolitan,5058.0
13328,Wheelers Hill,2 Wattleglade Ct,5,h,1660000.0,S,Ray,23/09/2017,16.7,3150.0,5.0,2.0,2.0,790.0,291.0,1990.0,,-37.90001,145.18688,South-Eastern Metropolitan,7392.0
13332,Yarraville,5 Maryston St,3,h,1360000.0,PI,Jas,23/09/2017,6.3,3013.0,3.0,1.0,1.0,479.0,128.0,1930.0,,-37.81279,144.87717,Western Metropolitan,6543.0
13336,Albert Park,59 Barrett St,3,h,2340000.0,S,Greg,26/08/2017,3.0,3206.0,3.0,2.0,1.0,162.0,135.0,1880.0,,-37.84398,144.95044,Southern Metropolitan,3280.0
13340,Altona North,23 Hatherley Gr,3,h,791000.0,S,Jas,26/08/2017,9.4,3025.0,3.0,1.0,4.0,553.0,131.0,1960.0,,-37.84484000000001,144.85017,Western Metropolitan,5132.0
13344,Ashburton,59 Winton Rd,3,h,2550000.0,S,Marshall,26/08/2017,10.2,3147.0,3.0,2.0,3.0,1170.0,202.0,1950.0,,-37.87253,145.0705,Southern Metropolitan,3052.0
13348,Balwyn North,1 Hosken St,5,h,2800000.0,S,Marshall,26/08/2017,9.7,3104.0,5.0,2.0,2.0,1173.0,0.0,1960.0,,-37.80385,145.09094,Southern Metropolitan,7809.0
13352,Bellfield,5 Davidson St,4,h,951000.0,S,Miles,26/08/2017,8.8,3081.0,4.0,1.0,1.0,654.0,,1960.0,,-37.75399,145.03606000000005,Eastern Metropolitan,790.0
13356,Bentleigh East,47 Parkmore Rd,4,h,1370000.0,VB,Gary,26/08/2017,13.8,3165.0,4.0,3.0,3.0,605.0,186.0,1930.0,,-37.91487,145.06623000000005,Southern Metropolitan,10969.0
13360,Blackburn South,117 Fulton Rd,3,h,905000.0,S,Ray,26/08/2017,13.4,3130.0,3.0,2.0,2.0,887.0,150.0,1990.0,,-37.8429,145.14895,Eastern Metropolitan,4387.0
13364,Box Hill,13 Cunningham St,5,h,1900000.0,PI,Buxton,26/08/2017,10.9,3128.0,5.0,3.0,2.0,613.0,133.0,1955.0,,-37.82703,145.12938,Eastern Metropolitan,4605.0
13368,Brighton,44 Meek St,4,h,2260000.0,S,Nick,26/08/2017,10.5,3186.0,4.0,2.0,2.0,881.0,,2015.0,,-37.90217,144.99337,Southern Metropolitan,10579.0
13372,Brunswick,1/208 Albion St,1,u,424000.0,SP,Jellis,26/08/2017,5.2,3056.0,1.0,1.0,,334.0,80.0,2009.0,,-37.76078,144.96168,Northern Metropolitan,11918.0
13376,Brunswick West,38 McLean St,2,h,887500.0,S,Ray,26/08/2017,5.2,3055.0,2.0,1.0,2.0,434.0,,,,-37.75336,144.93872,Northern Metropolitan,7082.0
